sample_id	clock_like_number	subclonal_count	timing_late_clonal_count	timing_early_clonal_count	timing_na_clonal_count	timing_subclonal_count
CPCT02030547T	169	0	46	78	45	0
CPCT02120013T	238	8	2	9	221	6
CPCT02010716T	316	6	4	28	284	0
CPCT02020243T	167	14	0	1	154	12
CPCT02010501T	401	10	0	11	390	0
CPCT02020615T	421	56	9	27	385	0
CPCT02020573T	111	11	0	6	105	0
CPCT02030291T	364	1	24	286	54	0
CPCT02080271T	214	2	52	87	75	0
CPCT02050421T	344	6	77	75	192	0
CPCT02060092T	102	0	3	10	89	0
CPCT02050011T	384	27	64	99	206	15
CPCT02150006T	322	12	10	8	304	0
CPCT02010240T	523	12	25	39	454	14
CPCT02020837TII	183	34	9	8	138	28
CPCT02120058T	275	7	3	15	257	0
CPCT02120110T	191	1	0	3	188	0
CPCT02010503TII	695	1	256	172	267	0
CPCT02020821T	264	0	NA	NA	NA	NA
CPCT02050331T	166	0	30	123	13	0
CPCT02050245T	311	9	0	9	302	0
CPCT02010557T	268	2	8	202	58	0
CPCT02030256T	259	1	1	15	245	1
CPCT02030270T	193	40	4	8	141	40
CPCT02020743T	207	3	6	114	87	0
CPCT02020822T	314	0	61	178	75	0
CPCT02080242T	237	3	40	131	66	0
CPCT02020819T	425	34	0	10	384	31
CPCT02170006T	141	1	0	5	136	0
CPCT02010534T	178	0	24	123	31	0
CPCT02050170T	5801	341	1	69	5731	0
CPCT02020185T	206	0	0	20	186	0
CPCT02020643T	460	16	0	18	442	0
CPCT02080207T	305	0	56	119	130	0
CPCT02060133T	134	19	3	7	105	19
CPCT02020268T	251	70	12	57	95	87
CPCT02020320T	430	65	10	23	339	58
CPCT02011020T	273	40	3	1	269	0
CPCT02020520T	275	1	22	194	59	0
CPCT02120053T	327	24	1	29	297	0
CPCT02120055T	232	1	30	78	124	0
CPCT02030409T	222	0	3	13	206	0
CPCT02030350T	305	3	127	55	123	0
CPCT02020723T	189	4	37	94	58	0
CPCT02010641TII	462	9	197	158	107	0
CPCT02050214T	206	10	0	7	199	0
CPCT02050217T	139	8	0	2	137	0
CPCT02080079T	168	4	5	17	143	3
CPCT02020509T	181	9	0	6	175	0
CPCT02020662T	184	2	0	0	184	0
CPCT02050347T	58	0	16	0	42	0
CPCT02010403TII	110	7	1	20	83	6
CPCT02050322T	218	1	11	123	84	0
CPCT02050194T	277	3	2	17	258	0
CPCT02020714T	137	18	49	55	33	0
CPCT02090035T	307	25	0	4	303	0
CPCT02080239T	201	6	1	9	191	0
CPCT02080163T	158	28	1	9	92	56
CPCT02050141T	273	37	9	9	255	0
CPCT02020511T	371	29	3	32	336	0
CPCT02020553T	184	14	5	12	149	18
CPCT02020828T	108	2	5	4	99	0
CPCT02120037T	299	13	32	85	182	0
CPCT02020234T	343	24	21	22	300	0
CPCT02220001T	189	15	2	18	153	16
CPCT02090005T	300	9	10	154	136	0
CPCT02050243T	253	13	17	16	222	1
CPCT02050040T	281	1	45	139	97	0
CPCT02050376T	247	9	2	5	240	0
CPCT02120095T	235	0	NA	NA	NA	NA
CPCT02120098T	192	40	39	67	86	0
CPCT02050304T	591	0	NA	NA	NA	NA
CPCT02120062T	350	3	NA	NA	NA	NA
CPCT02050399T	307	7	2	16	289	0
CPCT02050159T	331	0	NA	NA	NA	NA
CPCT02010994T	255	4	9	18	228	0
CPCT02030370T	266	2	73	63	130	0
CPCT02020201T	189	9	0	5	184	0
CPCT02090009T	288	7	4	20	266	1
CPCT02340098T	224	3	23	84	117	0
CPCT02030247T	177	13	7	21	140	9
CPCT02080269T	375	3	93	117	165	0
CPCT02090002T	237	11	28	94	115	0
CPCT02020445T	301	4	14	33	254	0
CPCT02050092T	209	7	3	32	174	0
CPCT02030479T	298	5	2	17	279	0
CPCT02050276TII	213	4	9	106	98	0
CPCT02050013T	264	3	40	113	111	0
CPCT02050291T	159	2	0	9	150	0
CPCT02010550T	229	0	5	159	65	0
CPCT02020670TII	416	9	2	38	376	0
CPCT02170038T	291	1	105	72	114	0
CPCT02020464T	166	0	NA	NA	NA	NA
CPCT02050249T	264	4	NA	NA	NA	NA
CPCT02020231T	143	7	2	10	131	0
CPCT02020700T	220	10	3	17	200	0
CPCT02050046T	317	7	3	42	272	0
CPCT02020506TII	425	7	3	30	392	0
CPCT02030339TII	463	71	46	211	98	108
CPCT02340050T	785	29	273	236	276	0
CPCT02010754TII	201	3	NA	NA	NA	NA
CPCT02020408T	389	10	153	161	75	0
CPCT02050079TII	276	4	0	11	265	0
CPCT02050405T	205	12	19	31	155	0
CPCT02120105T	689	297	12	14	416	250
CPCT02220014T	279	81	44	133	35	67
CPCT02010493T	205	2	0	8	197	0
CPCT02020410T	211	1	1	4	208	1
CPCT02030468T	342	2	1	15	326	0
CPCT02110024T	411	25	120	110	181	0
CPCT02010440T	327	42	84	91	152	0
CPCT02050168T	357	6	105	108	144	0
CPCT02030552T	200	7	0	17	157	26
CPCT02020423T	271	9	2	9	260	0
CPCT02030227T	365	103	1	2	362	0
CPCT02020739T	354	9	7	51	296	0
CPCT02050301T	175	2	9	127	39	0
CPCT02020609T	710	0	131	464	115	0
CPCT02020574T	100	9	5	8	87	0
CPCT02020295T	309	1	64	135	110	0
CPCT02010565T	306	2	81	129	96	0
CPCT02340067T	857	24	34	89	719	18
CPCT02030553T	321	8	1	9	311	0
CPCT02050037T	259	7	21	112	126	0
CPCT02050365T	320	3	10	61	249	0
CPCT02050310T	563	2	72	254	237	0
CPCT02020736T	237	9	7	26	204	0
CPCT02050056T	300	15	76	85	139	0
CPCT02020949T	310	8	3	16	291	0
CPCT02020412T	320	1	1	2	317	0
CPCT02050281T	222	0	NA	NA	NA	NA
CPCT02010469T	216	5	1	35	180	0
CPCT02080113T	174	2	1	15	158	0
CPCT02060044T	242	12	0	9	233	0
CPCT02010941T	324	1	1	32	293	1
CPCT02080116T	434	6	46	178	210	0
CPCT02080221T	10910	454	615	6861	3436	1
CPCT02050411T	352	1	98	150	104	0
CPCT02030490T	298	6	76	138	84	0
CPCT02060006T	607	7	33	73	501	0
CPCT02030284T	284	6	1	26	257	0
CPCT02050045T	485	10	7	33	445	0
CPCT02020694T	222	1	NA	NA	NA	NA
CPCT02020426T	929	6	250	593	86	0
CPCT02100033T	212	0	0	6	206	0
CPCT02080275T	578	0	173	260	145	0
CPCT02060126T	255	4	8	13	234	0
CPCT02340001T	175	5	0	14	161	0
CPCT02050029T	359	1	2	8	349	0
CPCT02120077T	258	0	54	63	141	0
CPCT02040241T	253	16	7	21	225	0
CPCT02340097T	305	2	6	16	283	0
CPCT02170017T	482	5	187	115	180	0
CPCT02020342T	321	24	0	3	318	0
CPCT02020672T	178	21	2	19	141	16
CPCT02020358T	199	0	55	132	12	0
CPCT02020810T	146	15	0	4	142	0
CPCT02050043T	202	0	8	10	184	0
CPCT02340064T	181	0	NA	NA	NA	NA
CPCT02020212T	250	0	NA	NA	NA	NA
CPCT02010526T	140	0	1	3	136	0
CPCT02030437T	228	1	NA	NA	NA	NA
CPCT02030548T	175	34	1	13	141	20
CPCT02050193T	296	6	3	23	270	0
CPCT02050402T	262	3	55	167	40	0
CPCT02020813T	172	0	42	81	49	0
CPCT02080282T	248	24	0	14	216	18
CPCT02050441T	222	28	2	4	216	0
CPCT02080308T	299	80	20	11	268	0
CPCT02020910T	276	4	5	36	235	0
CPCT02060291T	393	0	13	37	343	0
CPCT02080311T	273	9	5	56	212	0
CPCT02060286T	310	10	0	7	303	0
CPCT02290061T	398	5	5	9	384	0
CPCT02020919T	117	0	NA	NA	NA	NA
CPCT02080314T	190	73	2	18	106	64
CPCT02020914T	304	1	2	8	294	0
CPCT02011108T	373	4	75	106	192	0
CPCT02080294T	495	13	34	102	359	0
CPCT02080307T	216	1	17	139	60	0
CPCT02340115T	341	0	NA	NA	NA	NA
CPCT02050424T	NA	NA	NA	NA	NA	NA
CPCT02120199T	212	5	6	3	203	0
WIDE01010305T	285	6	48	154	83	0
CPCT02020895TII	157	15	3	16	124	14
WIDE01010071T	205	11	6	37	162	0
CPCT02011025T	466	41	186	180	100	0
CPCT02080287T	212	0	16	131	65	0
CPCT02120180T	239	1	26	179	34	0
CPCT02020934T	342	8	2	38	302	0
CPCT02080313T	278	0	NA	NA	NA	NA
CPCT02020960T	300	10	108	98	94	0
CPCT02011045TII	189	1	0	3	186	0
CPCT02170039T	157	0	8	15	134	0
WIDE01010123T	157	22	2	4	151	0
CPCT02020901T	220	12	2	9	209	0
CPCT02030555T	229	7	0	13	216	0
CPCT02080304T	364	0	NA	NA	NA	NA
WIDE01010255T	481	24	19	52	410	0
CPCT02050440T	409	20	112	87	210	0
CPCT02020930T	276	0	4	5	267	0
CPCT02011037T	339	0	49	143	147	0
CPCT02060288T	313	3	80	49	184	0
CPCT02050432T	298	9	0	7	291	0
CPCT02120191T	327	1	51	149	127	0
WIDE01010172T	473	134	100	99	274	0
CPCT02020939T	608	131	213	355	40	0
CPCT02020959T	281	9	102	111	68	0
CPCT02120189T	361	1	92	183	86	0
CPCT02020891T	235	0	1	9	225	0
CPCT02020951T	147	2	7	27	113	0
CPCT02080280T	232	0	NA	NA	NA	NA
CPCT02020897T	256	3	NA	NA	NA	NA
CPCT02080303T	169	39	0	11	158	0
CPCT02080284T	68	0	0	3	65	0
CPCT02120187T	237	4	23	141	73	0
CPCT02120198T	322	19	25	23	274	0
CPCT02050438T	241	5	42	149	50	0
CPCT02120193T	232	31	0	15	192	25
CPCT02020933T	138	0	0	9	129	0
WIDE01010651T	258	3	92	139	27	0
WIDE01010376T	317	15	19	6	292	0
WIDE01010314T	266	37	25	12	229	0
WIDE01010328T	358	13	10	33	315	0
WIDE01010459T	390	1	51	171	168	0
WIDE01010561T	345	11	12	268	65	0
WIDE01010381T	507	2	112	178	217	0
WIDE01010392T	389	21	17	46	326	0
WIDE01010503T	210	0	1	34	175	0
WIDE01010836T	142	1	1	4	137	0
WIDE01010880T	426	5	0	17	409	0
WIDE01010821T	282	13	4	25	253	0
WIDE01011025T	674	8	68	275	331	0
WIDE01011115T	281	0	10	29	242	0
WIDE01011117T	204	8	2	4	198	0
CPCT02130122T	868	7	228	403	237	0
CPCT02170007T	1054	12	196	254	589	15
CPCT02060201T	845	2	79	658	108	0
CPCT02030326T	954	0	124	317	513	0
CPCT02050414T	1312	0	322	925	65	0
CPCT02070282T	1488	1	299	325	864	0
CPCT02030376T	683	20	96	241	346	0
CPCT02020512T	1046	2	9	66	971	0
CPCT02230042T	489	6	19	32	438	0
CPCT02010591T	1057	14	249	401	407	0
CPCT02110031T	958	21	146	370	442	0
CPCT02060042T	230	20	0	9	200	21
CPCT02190033T	1283	0	112	1041	130	0
CPCT02120007T	1339	10	125	286	928	0
CPCT02130027T	604	100	30	10	478	86
CPCT02030347T	21939	560	1093	38	20810	1
CPCT02010752T	599	0	NA	NA	NA	NA
CPCT02020808T	1609	58	67	224	1318	0
CPCT02330063T	2639	123	639	442	1479	79
CPCT02020781T	824	6	141	362	321	0
CPCT02130046T	1606	0	0	61	0	1545
CPCT02230080T	1529	0	NA	NA	NA	NA
CPCT02230107T	2572	68	48	310	2216	1
CPCT02150013T	985	18	129	583	273	0
CPCT02040170T	927	172	4	28	752	143
CPCT02450014T	3152	3059	NA	NA	NA	NA
CPCT02310016T	861	18	0	8	853	0
CPCT02030318T	1139	7	130	551	458	0
CPCT02100056T	1251	0	404	338	509	0
CPCT02300050T	1255	0	NA	NA	NA	NA
CPCT02050110T	1644	51	372	256	1016	0
CPCT02040018T	1378	0	337	602	439	0
CPCT02290024T	1703	7	224	387	1092	0
CPCT02050179T	2236	7	303	712	1221	0
CPCT02210025T	1168	14	175	76	917	0
CPCT02440010T	1619	15	351	770	498	0
CPCT02010769T	1204	31	149	172	680	203
WIDE01010213T	994	56	221	541	232	0
WIDE01010272T	1125	75	0	22	1103	0
WIDE01010573T	1359	19	412	693	254	0
DRUP01070085T	9640	35	NA	NA	NA	NA
WIDE01010693T	1491	0	3	35	1453	0
WIDE01010953T	978	3	125	338	515	0
CPCT02010988T	262	7	19	73	170	0
CPCT02080204T	275	83	0	0	195	80
DRUP01090004T	172	10	0	0	172	0
CPCT02020350T	147	21	10	2	135	0
CPCT02050348T	328	0	NA	NA	NA	NA
CPCT02070355T	148	37	15	84	15	34
CPCT02130032T	201	3	0	0	201	0
CPCT02080050T	147	4	23	8	112	4
CPCT02050213T	182	4	31	135	16	0
CPCT02090006T	164	2	0	5	156	3
CPCT02080257T	298	3	0	0	298	0
CPCT02340104T	445	0	218	6	221	0
CPCT02050106T	346	0	76	118	152	0
CPCT02370016T	708	80	190	141	258	119
DRUP01020022T	289	22	0	4	285	0
CPCT02080158T	226	59	0	1	171	54
CPCT02130170T	500	0	175	258	67	0
DRUP01090026T	245	64	7	4	166	68
CPCT02150044T	213	10	0	6	207	0
CPCT02130178T	231	40	0	0	187	44
WIDE01010594T	195	43	0	1	150	44
WIDE01010896T	327	3	1	6	320	0
CPCT02080099T	939	16	17	39	883	0
CPCT02050151T	540	49	2	35	463	40
CPCT02030294T	711	0	191	187	333	0
CPCT02080157T	4757	0	560	3310	887	0
CPCT02070128T	169	13	0	2	167	0
CPCT02030330T	860	7	263	250	347	0
CPCT02030351T	725	2	60	396	269	0
CPCT02070039T	995	3	104	41	850	0
CPCT02070230T	352	86	1	40	190	121
CPCT02030302T	662	12	1	44	617	0
CPCT02050161T	741	36	58	31	652	0
CPCT02080251T	1046	14	265	338	443	0
CPCT02080137T	1098	8	NA	NA	NA	NA
CPCT02050341T	367	0	34	264	65	4
CPCT02080136T	1294	1	147	870	277	0
CPCT02080120T	433	6	6	29	398	0
CPCT02080040T	654	69	80	417	157	0
CPCT02020356T	575	45	6	26	527	16
CPCT02050172T	861	25	231	528	102	0
CPCT02050174T	317	1	127	68	122	0
CPCT02290033T	740	9	NA	NA	NA	NA
CPCT02030275T	570	65	2	9	504	55
CPCT02050186T	724	1	91	354	279	0
CPCT02030324T	1165	0	337	358	488	9
CPCT02330128T	718	114	14	25	582	97
CPCT02080193T	545	67	39	47	354	105
CPCT02070053T	319	53	0	5	314	0
CPCT02070065T	295	123	0	0	177	118
WIDE01010017T	807	17	19	33	755	0
CPCT02330133T	572	1	142	164	266	0
CPCT02050427T	711	52	NA	NA	NA	NA
CPCT02030556T	1044	180	181	57	645	161
WIDE01010208T	509	20	3	13	493	0
WIDE01010450T	1245	2	0	58	1187	0
WIDE01010899T	1091	15	258	489	344	0
WIDE01010955T	365	4	7	64	294	0
WIDE01010980T	617	66	1	18	554	44
WIDE01011027T	1082	177	35	51	794	202
WIDE01011147T	726	7	176	220	330	0
CPCT02040105T	863	0	227	382	254	0
CPCT02010944TIII	667	17	125	278	264	0
CPCT02070020T	921	2	400	405	116	0
CPCT02020629T	864	0	NA	NA	NA	NA
CPCT02170036T	713	19	11	24	678	0
CPCT02080119T	918	0	151	309	458	0
CPCT02020832T	792	25	10	39	743	0
CPCT02050395T	1080	195	68	56	718	238
CPCT02020648T	798	0	NA	NA	NA	NA
CPCT02230056T	1536	22	229	726	581	0
CPCT02060073T	360	0	3	24	333	0
CPCT02320002T	649	25	175	266	208	0
CPCT02010935T	917	0	80	718	119	0
CPCT02020787T	421	30	3	15	374	29
CPCT02080164T	507	20	15	46	433	19
CPCT02030269T	558	5	8	35	515	0
CPCT02080263T	682	17	18	20	644	0
CPCT02070041T	17314	340	0	0	17314	0
CPCT02010712T	2686	73	30	153	2375	128
CPCT02020621TII	1070	0	NA	NA	NA	NA
CPCT02010663T	815	0	117	256	442	0
CPCT02020277TII	1052	26	217	489	346	0
CPCT02380007T	382	63	0	6	314	62
CPCT02290020T	802	1	190	522	90	0
CPCT02120056T	859	7	21	85	753	0
CPCT02070410T	771	23	71	530	135	35
CPCT02330015T	912	7	132	427	353	0
CPCT02020800T	613	0	175	252	186	0
DRUP01070048T	742	0	109	492	141	0
CPCT02070172T	494	0	77	381	36	0
CPCT02050124T	799	5	149	292	358	0
CPCT02160036T	865	11	5	43	808	9
CPCT02050356T	637	55	1	3	584	49
CPCT02070044T	660	1	136	199	325	0
CPCT02100026T	892	0	207	237	448	0
CPCT02020600T	1377	52	134	615	628	0
CPCT02070336T	656	2	77	460	119	0
CPCT02050103T	761	0	229	390	142	0
CPCT02060013T	809	18	202	319	288	0
DRUP01030012T	1786	0	1157	605	26	1
CPCT02020362T	1189	59	45	139	964	41
CPCT02010963TII	967	314	NA	NA	NA	NA
CPCT02100178T	498	22	87	176	235	0
CPCT02070299T	1029	18	292	536	201	0
CPCT02050315T	640	53	34	44	492	70
CPCT02260007T	319	55	60	210	49	0
CPCT02040164T	877	0	183	647	47	0
CPCT02140072T	1182	0	276	750	156	0
CPCT02020614T	1086	13	264	320	502	0
CPCT02020867T	1107	0	NA	NA	NA	NA
CPCT02070294T	675	34	4	34	614	23
CPCT02070162T	504	0	30	399	75	0
CPCT02060082T	1077	43	254	131	647	45
CPCT02070043T	838	58	17	65	756	0
CPCT02050351TII	783	0	NA	NA	NA	NA
CPCT02020859T	650	0	260	199	191	0
CPCT02100077T	711	0	208	279	224	0
CPCT02020583TII	1343	0	260	567	516	0
CPCT02130095T	801	0	185	138	478	0
CPCT02080273T	27025	1637	733	1336	23536	1420
CPCT02050297T	700	6	1	43	656	0
CPCT02070154TII	794	18	106	435	253	0
CPCT02050216T	472	12	1	25	446	0
CPCT02070401T	776	0	186	354	236	0
CPCT02220005T	717	0	133	289	295	0
CPCT02060112T	883	36	0	17	866	0
CPCT02050385T	1278	40	348	325	605	0
CPCT02070102T	540	4	201	235	104	0
CPCT02270003T	381	0	NA	NA	NA	NA
CPCT02070188T	736	8	282	235	219	0
CPCT02070272T	1465	5	135	843	487	0
CPCT02020586T	873	9	103	312	458	0
CPCT02130142T	1190	15	28	88	1074	0
CPCT02120080T	982	21	151	729	102	0
CPCT02100072T	942	1	245	216	481	0
CPCT02120020T	1013	16	403	162	448	0
CPCT02050289T	694	0	0	20	674	0
CPCT02070194T	797	117	93	525	181	1
CPCT02020767T	585	0	98	339	148	0
CPCT02070145T	1098	1	180	762	156	0
CPCT02020559T	569	4	82	270	217	0
CPCT02070331T	1932	19	2	57	1873	0
CPCT02120168T	485	6	0	13	472	0
CPCT02140037T	801	0	237	556	8	0
CPCT02040169T	3649	35	1431	415	1803	0
CPCT02010665T	484	0	118	113	253	0
CPCT02330046T	652	1	147	362	143	0
CPCT02020642TII	2114	1	874	1066	180	3
CPCT02020717T	742	14	158	172	412	0
CPCT02110041T	1316	0	618	438	260	0
CPCT02020279T	671	5	138	454	63	16
CPCT02160026T	870	83	18	36	816	0
CPCT02070057T	1998	18	784	367	847	0
CPCT02100076T	1025	95	170	204	566	85
CPCT02070156T	1047	0	444	327	276	0
CPCT02020619T	638	16	164	203	271	0
CPCT02050371T	985	15	284	141	560	0
CPCT02340084T	1133	76	0	30	992	111
CPCT02020840T	613	0	129	261	223	0
CPCT02070204T	983	65	116	571	296	0
CPCT02020633TII	1049	1	144	515	390	0
CPCT02440016T	909	51	NA	NA	NA	NA
CPCT02020703T	1167	9	257	452	458	0
CPCT02070094T	1157	0	289	483	385	0
CPCT02050086T	585	2	107	438	42	1
CPCT02170032T	524	36	5	14	472	33
CPCT02020632T	1190	0	541	186	463	0
CPCT02020778T	802	0	180	473	149	0
CPCT02330034T	1117	25	214	168	735	0
CPCT02020817T	971	14	NA	NA	NA	NA
DRUP01010020T	27708	269	871	2234	24605	1
CPCT02070237T	881	0	NA	NA	NA	NA
CPCT02070149T	1154	1	255	395	504	0
CPCT02070096T	1016	152	158	281	430	147
CPCT02020684T	388	118	0	3	268	117
CPCT02330103T	1243	0	470	661	112	0
CPCT02020973T	900	2	254	350	296	0
CPCT02070480T	533	1	105	232	196	0
CPCT02020902T	1776	8	697	736	343	0
CPCT02440020T	1074	17	300	384	390	0
CPCT02020952T	871	9	129	285	457	0
CPCT02020915T	733	15	1	26	706	0
CPCT02020940T	221	0	0	8	213	0
CPCT02020979T	728	86	0	365	0	363
CPCT02020958TII	610	50	4	24	535	47
CPCT02070445T	1009	23	57	60	892	0
CPCT02140101T	1553	30	374	296	883	0
CPCT02070443T	1012	88	132	374	400	106
CPCT02020896T	1003	0	146	307	550	0
WIDE01010280T	872	0	NA	NA	NA	NA
WIDE01010111T	925	4	28	140	759	1
CPCT02050437T	857	17	251	221	385	0
CPCT02020971T	571	47	0	0	571	0
CPCT02080295T	1555	69	18	28	1509	0
CPCT02050436T	1475	97	258	423	704	90
CPCT02210077T	1226	22	38	119	1069	0
CPCT02120203T	1084	22	240	511	333	0
CPCT02220078T	428	1	1	19	408	0
CPCT02070485T	1082	0	NA	NA	NA	NA
CPCT02020972T	2159	0	768	698	693	0
CPCT02080315T	1091	42	149	513	429	0
CPCT02120182T	703	0	134	238	331	0
CPCT02020983T	563	9	120	195	218	30
CPCT02020916T	1016	0	274	304	438	0
WIDE01010230T	716	1	0	8	708	0
WIDE01010202T	861	0	NA	NA	NA	NA
CPCT02120184T	815	20	21	38	756	0
CPCT02020894T	1024	64	407	165	341	111
CPCT02020991T	725	54	139	265	321	0
CPCT02020984T	694	0	173	184	337	0
WIDE01010461T	1133	0	NA	NA	NA	NA
CPCT02120206T	666	41	30	372	225	39
WIDE01010518T	688	30	96	161	431	0
WIDE01010412T	1165	2	356	482	327	0
CPCT02050445T	884	39	1	18	790	75
WIDE01010565T	580	24	5	33	526	22
WIDE01010621T	676	1	121	401	154	0
CPCT02020986T	6328	623	584	4490	523	731
CPCT02020993T	666	2	63	498	105	0
CPCT02120204T	1751	1	289	821	641	0
WIDE01010724T	1187	662	162	231	658	136
WIDE01010609T	804	0	119	210	475	0
WIDE01010622T	888	0	223	220	445	0
CPCT02020989T	874	0	248	222	404	0
CPCT02020988T	712	43	165	277	204	66
CPCT02140110T	681	18	15	42	624	0
WIDE01010723T	889	0	289	487	113	0
WIDE01010874T	3850	82	1075	1271	1369	135
WIDE01010760T	784	11	110	379	295	0
WIDE01010806T	1098	0	135	657	306	0
WIDE01010885T	875	0	NA	NA	NA	NA
WIDE01011000T	1157	0	175	593	389	0
WIDE01011031T	670	19	25	31	614	0
WIDE01011051T	470	0	54	273	143	0
WIDE01011142T	925	3	0	40	885	0
DRUP01010088T	1421	189	81	703	419	221
CPCT02370010T	968	19	15	96	838	19
CPCT02030381T	585	195	NA	NA	NA	NA
CPCT02020598T	593	138	43	281	176	93
CPCT02030354T	438	0	87	224	127	0
DRUP01030013T	15048	4	4	527	14517	0
CPCT02380029T	7775	0	1669	4419	1687	0
CPCT02010710T	696	9	6	71	609	10
CPCT02070381T	276	12	0	22	242	12
CPCT02220002T	747	0	135	362	250	0
CPCT02080102T	632	4	134	379	119	0
DRUP01070053T	679	6	4	36	639	0
CPCT02210056T	858	20	28	4	826	0
CPCT02130134T	627	12	60	363	204	0
CPCT02290023T	981	58	23	118	781	59
CPCT02330075T	1319	33	58	252	1009	0
CPCT02020682T	779	4	146	439	194	0
CPCT02080033T	1225	126	0	2	1223	0
CPCT02060118T	737	43	33	384	279	41
CPCT02040089T	37	28	0	0	9	28
CPCT02260017T	770	142	2	27	630	111
CPCT02340068T	618	3	133	265	220	0
CPCT02380019T	1233	463	131	256	365	481
CPCT02070257T	750	19	25	168	534	23
DRUP01110002T	7590	281	239	79	7272	0
CPCT02080152T	4378	3532	0	5	863	3510
DRUP01100007T	1050	33	NA	NA	NA	NA
CPCT02060156T	1179	10	31	142	1006	0
DRUP01060027T	774	4	152	400	222	0
DRUP01010121T	983	16	157	264	562	0
CPCT02220071T	2676	825	167	156	1472	881
DRUP01010167T	5313	51	0	58	5255	0
WIDE01010945T	11082	17	888	1385	8813	2
DO1000	195	6	NA	NA	NA	NA
DO1001	211	0	11	23	177	0
DO1002	222	9	7	22	182	11
DO1003	214	1	NA	NA	NA	NA
DO1004	349	0	NA	NA	NA	NA
DO1005	242	10	10	24	174	34
DO1007	381	0	NA	NA	NA	NA
DO1008	123	8	NA	NA	NA	NA
DO1009	265	12	1	2	216	46
DO1010	854	2	213	146	495	0
DO1011	438	0	129	259	50	0
DO1012	232	81	NA	NA	NA	NA
DO1014	213	16	12	147	48	6
DO1015	570	0	NA	NA	NA	NA
DO1016	306	8	0	6	300	0
DO1017	144	0	NA	NA	NA	NA
DO1018	497	0	NA	NA	NA	NA
DO1020	337	1	100	109	128	0
DO1076	628	302	0	3	321	304
DO1249	439	43	36	53	303	47
DO1257	217	0	NA	NA	NA	NA
DO1274	369	13	10	36	312	11
DO1281	554	10	0	89	0	465
DO1287	490	4	183	207	100	0
DO1290	269	0	43	171	55	0
DO1291	422	27	117	68	180	57
DO1301	291	109	NA	NA	NA	NA
DO1328	549	165	53	38	274	184
DO1384	330	0	92	155	73	10
DO1392	468	162	18	17	245	188
DO1537	365	24	5	31	293	36
DO1559	310	9	0	18	0	292
DO1663	384	0	2	11	371	0
DO1954	358	0	15	31	299	19
DO2055	315	0	50	238	27	0
DO2078	344	6	11	19	314	0
DO2084	422	27	0	14	408	0
DO2096	397	61	0	6	299	92
DO2114	340	27	19	16	293	12
DO217786	338	0	0	7	331	0
DO217787	286	0	NA	NA	NA	NA
DO217788	356	38	0	4	310	42
DO217826	282	0	NA	NA	NA	NA
DO217844	228	44	NA	NA	NA	NA
DO217865	286	8	0	17	248	21
DO217887	205	0	NA	NA	NA	NA
DO217907	516	0	179	107	220	10
DO217908	183	21	0	2	158	23
DO217931	489	92	27	29	352	81
DO217934	287	32	NA	NA	NA	NA
DO217939	350	3	0	17	333	0
DO217952	411	54	0	10	401	0
DO217953	250	5	0	34	195	21
DO217987	383	0	NA	NA	NA	NA
DO218059	171	5	1	5	165	0
DO218060	285	26	38	123	125	20
DO218062	324	0	84	218	24	1
DO218065	232	0	1	16	215	0
DO218072	193	190	NA	NA	NA	NA
DO218121	266	0	78	111	75	2
DO218150	295	13	0	9	271	15
DO218159	426	24	20	18	388	0
DO218167	322	7	9	11	238	64
DO218168	406	26	11	8	387	0
DO218173	214	0	NA	NA	NA	NA
DO218174	288	18	0	2	286	0
DO218176	240	203	0	3	237	0
DO218182	211	13	0	3	192	16
DO218205	228	0	2	3	227	2
DO218212	327	0	17	20	290	0
DO218254	359	54	1	35	228	95
DO218269	364	0	119	62	183	0
DO218333	364	1	NA	NA	NA	NA
DO218347	202	9	1	4	197	0
DO218377	163	0	0	0	163	0
DO218384	339	32	0	3	292	44
DO218388	202	13	0	16	0	186
DO218404	365	9	7	5	320	33
DO218408	227	14	0	20	186	21
DO218419	267	2	8	20	239	0
DO218428	664	0	360	94	210	0
DO218457	158	0	0	0	134	24
DO218478	239	2	10	6	223	0
DO218488	249	130	0	0	207	42
DO218489	198	0	NA	NA	NA	NA
DO218502	468	0	103	297	61	7
DO218506	203	0	0	6	0	197
DO218553	323	19	0	9	314	0
DO218560	286	0	108	148	30	0
DO218573	432	216	106	73	253	0
DO218583	285	30	0	5	249	31
DO218605	455	0	176	78	201	0
DO218611	253	1	0	0	253	0
DO218621	317	16	0	8	293	16
DO218651	216	4	4	12	200	0
DO218656	354	112	9	28	199	118
DO218669	269	0	16	32	221	0
DO218684	314	98	NA	NA	NA	NA
DO218698	136	3	1	0	135	0
DO218709	240	0	64	81	95	0
DO218742	245	1	16	32	199	1
DO218770	263	20	0	0	234	29
DO218796	217	67	NA	NA	NA	NA
DO218827	332	1	0	9	307	16
DO218828	774	177	NA	NA	NA	NA
DO218831	335	23	0	10	0	325
DO220820	247	13	0	0	247	0
DO220822	380	1	2	23	355	0
DO220823	305	22	NA	NA	NA	NA
DO220824	485	33	11	33	441	0
DO220825	180	26	NA	NA	NA	NA
DO220828	456	0	107	156	193	0
DO2222	374	11	11	41	310	12
DO2252	286	5	54	177	55	0
DO2323	509	2	36	284	189	0
